Id,SalePrice
1687,163021.768603
1688,193193.855518
1689,196402.070677
1690,188547.469183
1691,178928.278175
1692,242939.735491
1693,159197.106365
1694,172959.375482
1695,151535.848091
1696,284210.754241
1697,151386.410372
1698,380201.579932
1699,313573.413404
1700,246253.128347
1701,265332.505653
1702,257234.320675
1703,260603.423214
1704,299148.980746
1705,224523.040825
1706,474661.213381
1707,214172.772082
1708,208444.680912
1709,283080.546522
1710,223935.873485
1711,237912.613161
1712,257612.908133
1713,292787.023262
1714,217951.054822
1715,205716.393663
1716,181299.100438
1717,165237.484785
1718,132070.280936
1719,197601.279669
1720,231527.18616
1721,171493.802859
1722,132370.433645
1723,158900.609463
1724,227601.983773
1725,232824.291829
1726,189797.921603
1727,176087.777091
1728,183940.469952
1729,153356.941726
1730,157878.352139
1731,117324.185654
1732,131446.158358
1733,125052.597232
1734,125436.706276
1735,140071.191786
1736,110318.239555
1737,352397.184278
1738,226389.685828
1739,311920.065603
1740,246362.945161
1741,208012.344834
1742,173541.094514
1743,166549.219067
1744,296766.093714
1745,216201.408752
1746,202857.886861
1747,227882.312739
1748,221743.325246
1749,161731.161868
1750,136167.799357
1751,227520.638721
1752,121374.045602
1753,146352.721024
1754,194472.137167
1755,170021.950935
1756,134750.99584
1757,118585.467907
1758,143912.958698
1759,160649.513617
1760,175415.497327
1761,156282.903965
1762,178245.941433
1763,160427.905397
1764,112468.146835
1765,203164.055881
1766,171679.048766
1767,236555.391344
1768,151138.999166
1769,168163.981166
1770,146161.913713
1771,132603.799293
1772,138786.21341
1773,139556.497126
1774,142668.397482
1775,128041.055969
1776,123933.107479
1777,105479.598707
1778,151275.503254
1779,117513.49662
1780,173579.005011
1781,131406.283229
1782,96246.92881
1783,153365.90832
1784,121340.219686
1785,104761.008408
1786,178301.974988
1787,180700.415624
1788,69579.734802
1789,93666.234632
1790,93047.015955
1791,185981.855667
1792,145968.230659
1793,138317.187992
1794,154580.568978
1795,129321.160797
1796,117031.6741
1797,116296.511701
1798,114996.379635
1799,110220.691936
1800,117686.170818
1801,133291.765375
1802,143782.670073
1803,149785.617709
1804,136659.086297
1805,134166.332114
1806,113025.732859
1807,118106.887101
1808,127220.278931
1809,123581.97722
1810,140177.31627
1811,105188.300585
1812,98453.777745
1813,115165.070122
1814,89724.51157
1815,59478.480566
1816,102810.919433
1817,142772.22209
1818,147755.248727
1819,123707.844011
1820,68667.013853
1821,108346.073357
1822,151903.799139
1823,46320.493437
1824,118286.838647
1825,137283.40793
1826,103659.060887
1827,108505.903554
1828,141277.998597
1829,107846.130279
1830,134548.447317
1831,154428.933402
1832,97580.915987
1833,147077.332185
1834,121181.083953
1835,134433.919215
1836,125691.254777
1837,106269.950102
1838,121232.09696
1839,96260.286282
1840,143515.024288
1841,143077.449517
1842,75093.392357
1843,144224.711699
1844,132504.162314
1845,150562.129921
1846,154450.748749
1847,168162.09864
1848,74272.314248
1849,117107.086425
1850,118190.702367
1851,153705.932058
1852,129373.707035
1853,142141.419038
1854,167038.696958
1855,151142.852386
1856,214554.222825
1857,217193.368541
1858,156587.197121
1859,122191.449044
1860,154819.354514
1861,120919.316426
1862,312140.503005
1863,306412.750314
1864,306412.750314
1865,313065.580403
1866,341311.061855
1867,245998.736129
1868,315268.659228
1869,204520.714903
1870,232294.115243
1871,235588.067823
1872,178215.804034
1873,234961.545178
1874,143508.237087
1875,196169.272848
1876,188992.341806
1877,212686.846244
1878,213121.233351
1879,133025.582946
1880,129800.513005
1881,247974.342921
1882,245704.075237
1883,190254.919276
1884,210255.462382
1885,238477.59387
1886,284455.751918
1887,207820.039688
1888,292069.397255
1889,177769.950527
1890,128195.28777
1891,126112.317393
1892,110806.422252
1893,126876.151415
1894,131084.936877
1895,141087.297062
1896,128245.412472
1897,127232.547007
1898,115307.944255
1899,165830.07256
1900,146525.99376
1901,179772.110648
1902,153344.302639
1903,190403.68353
1904,147647.449
1905,191001.76051
1906,177733.803432
1907,206661.523458
1908,119513.286633
1909,139111.610051
1910,124620.427117
1911,210024.643682
1912,355683.490498
1913,153315.291199
1914,67415.823397
1915,315744.001106
1916,81455.818486
1917,249377.859014
1918,138194.223214
1919,154289.272854
1920,166311.504823
1921,430674.681573
1922,302124.287638
1923,216261.661903
1924,214317.044864
1925,214932.790659
1926,392338.249932
1927,133517.305767
1928,163807.031231
1929,119543.470282
1930,127223.398323
1931,148722.765157
1932,146657.339528
1933,196505.214062
1934,177439.602744
1935,169936.308276
1936,178176.291176
1937,183072.993684
1938,186164.184775
1939,248601.084376
1940,198000.650334
1941,174144.993718
1942,181908.336522
1943,212835.518947
1944,332106.089611
1945,352161.304994
1946,188990.3775
1947,311437.866034
1948,184149.30158
1949,227069.568614
1950,173028.067362
1951,270885.371938
1952,228094.138222
1953,176309.121086
1954,188007.858498
1955,133665.771218
1956,341390.795878
1957,157363.0399
1958,304014.112928
1959,144451.478724
1960,113930.746222
1961,117046.64831
1962,106377.640151
1963,114167.862812
1964,111596.012401
1965,134110.346345
1966,135486.837799
1967,273110.048714
1968,436287.031294
1969,399116.228297
1970,450441.553348
1971,423230.900835
1972,367902.144259
1973,252190.320163
1974,305459.187857
1975,493912.116649
1976,268498.953897
1977,347411.845784
1978,369812.353013
1979,332355.805309
1980,195153.679986
1981,352386.212584
1982,215586.55267
1983,202249.958048
1984,171798.639229
1985,214187.214256
1986,215682.98422
1987,182017.190032
1988,179725.281261
1989,193268.046738
1990,217621.267525
1991,226519.342567
1992,212244.896485
1993,174279.886944
1994,250813.076561
1995,179288.294666
1996,238675.556576
1997,305029.631839
1998,344935.262856
1999,246552.753138
2000,306017.174614
2001,268227.503593
2002,238493.569246
2003,279319.479341
2004,271950.254689
2005,222639.752579
2006,214145.127911
2007,244541.333349
2008,215357.061291
2009,190842.184306
2010,196143.228778
2011,141467.041846
2012,173136.002851
2013,186807.621146
2014,195087.488697
2015,205563.611575
2016,198521.342377
2017,197771.653834
2018,127128.385495
2019,145628.713298
2020,107389.725681
2021,115822.65964
2022,183856.77766
2023,140663.834626
2024,266980.557784
2025,362400.48665
2026,175385.946924
2027,156660.609552
2028,160730.623972
2029,156634.871137
2030,263092.540457
2031,229591.923329
2032,236228.496098
2033,262372.647147
2034,161698.803816
2035,198071.710054
2036,187878.982435
2037,191374.397758
2038,289417.747293
2039,192663.030639
2040,364409.304691
2041,266804.888187
2042,203014.248047
2043,161272.513091
2044,175960.258892
2045,198201.478617
2046,143508.234589
2047,146333.268705
2048,145247.803118
2049,144570.066425
2050,169789.935169
2051,104257.657529
2052,125196.67836
2053,142221.74119
2054,97726.381165
2055,162464.685707
2056,132989.337085
2057,122979.508012
2058,241710.844125
2059,136818.555556
2060,173551.63096
2061,178376.39301
2062,129795.866529
2063,109128.027873
2064,136256.541233
2065,120523.432698
2066,160523.291819
2067,116534.680333
2068,136215.964339
2069,84910.569113
2070,107527.629588
2071,108069.253816
2072,124682.5354
2073,133580.83614
2074,179805.762098
2075,144592.072118
2076,133516.706941
2077,143139.220603
2078,123449.510114
2079,125175.802873
2080,109640.905392
2081,119922.042869
2082,118528.14883
2083,137215.710372
2084,106680.518418
2085,115411.694264
2086,111400.72595
2087,124235.102075
2088,103041.862478
2089,74091.039893
2090,138141.972136
2091,124759.239078
2092,137761.913086
2093,134260.366011
2094,118330.10566
2095,149690.196515
2096,67918.901629
2097,100563.589319
2098,143471.208145
2099,78169.01976
2100,118525.423768
2101,134877.898769
2102,113000.824456
2103,108115.846711
2104,142086.982362
2105,135687.713047
2106,102501.578187
2107,204430.789432
2108,109941.252518
2109,112266.208748
2110,136812.992955
2111,134332.352481
2112,137802.906201
2113,124343.274761
2114,109361.215238
2115,155886.263404
2116,115933.600749
2117,145689.371825
2118,123750.906329
2119,99765.181984
2120,124360.110662
2121,96304.03346
2122,113821.51976
2123,78761.771522
2124,168334.52747
2125,134293.752418
2126,151997.804516
2127,163866.28175
2128,127592.83
2129,107825.576251
2130,132122.616769
2131,156755.584113
2132,121031.391754
2133,112933.113075
2134,122665.013917
2135,101388.148171
2136,76150.232636
2137,129239.195076
2138,133877.418242
2139,147328.4958
2140,135300.926288
2141,136955.960886
2142,121874.08741
2143,137522.940015
2144,144714.499194
2145,131842.555301
2146,152512.273971
2147,142017.551697
2148,130618.676229
2149,146333.211111
2150,202960.233209
2151,110237.679875
2152,186460.30209
2153,164441.111797
2154,104851.514201
2155,152226.812568
2156,293492.271015
2157,240344.80352
2158,239959.212425
2159,210792.418609
2160,181914.970501
2161,240775.559688
2162,454287.611763
2163,359039.33659
2164,227915.541395
2165,166787.535807
2166,143951.119304
2167,199664.796411
2168,190613.637051
2169,196913.278247
2170,213302.427577
2171,140728.686212
2172,138801.258992
2173,157730.769974
2174,232336.152531
2175,312291.416539
2176,315138.778207
2177,249632.197624
2178,205395.531339
2179,146494.144272
2180,240131.094258
2181,189664.665549
2182,227597.959844
2183,190656.332259
2184,130135.377038
2185,124729.157904
2186,137875.137692
2187,144394.852024
2188,150046.44944
2189,270787.810913
2190,81749.321268
2191,78033.767317
2192,90336.768086
2193,115898.857895
2194,99681.509952
2195,117275.178042
2196,100963.334897
2197,119358.774227
2198,139088.799166
2199,178465.577477
2200,148680.504391
2201,157257.830681
2202,195328.031785
2203,139028.794529
2204,203237.901273
2205,123097.853211
2206,150570.503204
2207,200829.443366
2208,236846.749472
2209,227367.259419
2210,127514.574708
2211,107652.996443
2212,112023.144639
2213,99894.324487
2214,139165.295663
2215,99645.728911
2216,151042.579564
2217,96738.216813
2218,81586.122445
2219,91393.447958
2220,95607.939189
2221,315767.345096
2222,277509.840833
2223,330871.632704
2224,210461.102847
2225,135740.966648
2226,204569.389198
2227,192617.467934
2228,251250.076504
2229,232506.258051
2230,144196.878232
2231,206744.670843
2232,185837.993243
2233,186705.90569
2234,224106.959321
2235,240975.259068
2236,266406.279852
2237,349372.318595
2238,181339.991003
2239,132845.222959
2240,151727.127018
2241,161707.614813
2242,135025.193643
2243,136056.448011
2244,115892.528275
2245,113097.884969
2246,132891.77012
2247,108637.107656
2248,123885.614025
2249,123784.98286
2250,134765.757449
2251,145027.704919
2252,168361.409139
2253,142603.345844
2254,168448.595184
2255,190397.489896
2256,184779.334474
2257,213793.920024
2258,153398.770383
2259,178748.61359
2260,161526.929598
2261,184274.006096
2262,218264.418679
2263,355130.850319
2264,441483.167271
2265,179624.358708
2266,271641.410017
2267,417532.469791
2268,382448.897028
2269,149714.598661
2270,191709.106909
2271,208828.027883
2272,199270.141284
2273,158015.239408
2274,175520.130707
2275,166136.321728
2276,176624.787316
2277,178158.94516
2278,145324.254182
2279,123403.940168
2280,122360.32012
2281,181824.690117
2282,202108.504727
2283,108462.8338
2284,104116.26631
2285,133979.84573
2286,121023.048962
2287,348259.34491
2288,267546.024552
2289,408841.917481
2290,459066.750276
2291,282262.287773
2292,419192.444644
2293,493096.5607
2294,418101.043524
2295,431366.105598
2296,317286.983081
2297,293606.12354
2298,313408.275407
2299,406974.068789
2300,326480.434753
2301,258822.852458
2302,253750.267278
2303,233575.414588
2304,249202.947246
2305,199768.556911
2306,203607.035718
2307,199219.998228
2308,220145.4041
2309,261825.809022
2310,199649.254126
2311,203166.565087
2312,196732.395429
2313,184557.036277
2314,173603.480238
2315,184889.158879
2316,187288.728802
2317,176706.621848
2318,184307.725015
2319,177258.391968
2320,181083.985262
2321,222171.390825
2322,178487.723046
2323,174385.842485
2324,165006.868109
2325,209020.097097
2326,164792.631745
2327,211395.945205
2328,228857.918268
2329,183754.812998
2330,181681.746482
2331,371341.498965
2332,382249.297709
2333,309836.937627
2334,255471.057445
2335,244198.645298
2336,330139.593377
2337,197066.729769
2338,277043.52561
2339,225602.740179
2340,372646.668934
2341,236825.742754
2342,222602.729227
2343,229224.82647
2344,222593.468532
2345,242198.992439
2346,202634.111245
2347,196859.770632
2348,223145.292921
2349,194831.426042
2350,262726.987153
2351,234265.607301
2352,239927.264811
2353,291035.199102
2354,128852.250963
2355,144203.120185
2356,166193.660964
2357,195141.311866
2358,202639.851824
2359,130459.558591
2360,114524.924178
2361,137554.525898
2362,271003.949361
2363,139131.152309
2364,175881.996264
2365,206981.711251
2366,178105.485637
2367,217507.868455
2368,216571.842044
2369,216230.678691
2370,160939.977312
2371,172993.272129
2372,196303.981561
2373,257061.073388
2374,304249.81635
2375,220154.412004
2376,318064.149749
2377,401375.915305
2378,120751.91437
2379,193651.323253
2380,138424.120796
2381,162288.83062
2382,181888.272053
2383,194385.955136
2384,239988.92066
2385,149117.0876
2386,127999.500539
2387,128821.045784
2388,96279.157178
2389,134252.78203
2390,142374.660864
2391,141752.114499
2392,111611.587048
2393,154019.099724
2394,138543.522178
2395,200450.191674
2396,132741.494166
2397,215760.675034
2398,140477.731769
2399,65581.067653
2400,66362.836475
2401,112495.038355
2402,126918.598216
2403,149136.979713
2404,140706.159436
2405,156565.021212
2406,135870.619864
2407,121943.056556
2408,142568.238212
2409,127148.002962
2410,168835.533941
2411,119916.102222
2412,160748.315503
2413,129478.660233
2414,131619.455951
2415,144044.213717
2416,124050.987392
2417,117681.474333
2418,122365.496318
2419,126439.911362
2420,136040.495108
2421,147250.13495099999
2422,125818.826511
2423,147464.085177
2424,164500.031047
2425,267572.01705
2426,141660.951591
2427,125695.168042
2428,172434.60604
2429,114561.325104
2430,123447.711348
2431,108204.244114
2432,135978.901112
2433,142749.583088
2434,135885.778807
2435,152169.891014
2436,99578.318478
2437,107597.82798
2438,129062.20394
2439,120847.117738
2440,112598.537784
2441,105141.360095
2442,103080.728563
2443,109739.569249
2444,133734.895646
2445,81196.869783
2446,129250.928897
2447,183090.698576
2448,136291.05395
2449,110701.861969
2450,149204.652598
2451,131639.527382
2452,191870.226528
2453,93270.920824
2454,130790.627041
2455,126806.151217
2456,128347.20102
2457,126408.203275
2458,122513.695441
2459,117219.902956
2460,132948.614271
2461,104558.510317
2462,138655.351261
2463,116399.100209
2464,166731.017233
2465,128182.288489
2466,118681.071323
2467,130335.350454
2468,78453.055408
2469,69332.479827
2470,190314.508306
2471,201773.357835
2472,185744.911535
2473,119061.962242
2474,121926.127296
2475,194776.764855
2476,103725.264325
2477,125039.878533
2478,168885.232686
2479,110124.143653
2480,155753.917635
2481,116419.790433
2482,131218.715017
2483,112272.146752
2484,117968.470561
2485,119082.805811
2486,158661.540586
2487,220565.754714
2488,139924.793146
2489,154923.933962
2490,154688.062223
2491,98803.448736
2492,176102.918123
2493,143704.78344
2494,164133.767641
2495,87172.064954
2496,263608.969403
2497,139540.993862
2498,117018.062294
2499,93072.385036
2500,133660.490755
2501,140097.520602
2502,145235.631395
2503,102575.52563
2504,193324.862047
2505,225923.177533
2506,258529.313038
2507,314179.648803
2508,258270.497679
2509,221531.479696
2510,220200.02395
2511,177728.923926
2512,199490.980763
2513,218336.596361
2514,200077.538531
2515,157497.384501
2516,161450.421653
2517,138939.111294
2518,149521.650508
2519,220421.806408
2520,204020.525804
2521,191770.364405
2522,219782.588676
2523,130712.499177
2524,139149.664336
2525,144189.447502
2526,142303.955785
2527,116226.11581
2528,124893.101603
2529,134423.561576
2530,133168.376094
2531,255181.426528
2532,224784.083543
2533,197050.397541
2534,225108.041912
2535,304624.584321
2536,256077.844078
2537,219280.604705
2538,181471.921535
2539,178969.204584
2540,190818.451158
2541,186086.945474
2542,175626.714426
2543,131391.667374
2544,118551.656295
2545,131523.938183
2546,131255.024722
2547,136236.941534
2548,129723.897546
2549,157205.526842
2550,410265.958674
2551,131889.285854
2552,124345.030545
2553,66728.388729
2554,100681.714547
2555,117150.561323
2556,116624.854303
2557,118473.479532
2558,137095.745235
2559,149174.851205
2560,151361.097611
2561,139498.267108
2562,129083.834121
2563,151845.451801
2564,182090.819131
2565,147230.251469
2566,174392.143577
2567,139587.604508
2568,204242.545894
2569,218879.085617
2570,125282.007225
2571,203472.858454
2572,138856.89651
2573,230867.290268
2574,282612.707248
2575,128722.363295
2576,139929.880764
2577,161893.156082
2578,83826.214655
2579,86674.79434
2580,141819.905013
2581,137283.888201
2582,130915.103584
2583,284971.278818
2584,157918.761342
2585,199753.945424
2586,219246.589344
2587,196058.299218
2588,128646.485653
2589,139928.538923
2590,214232.498394
2591,211422.263464
2592,219106.940645
2593,232425.621035
2594,161514.980157
2595,185705.333365
2596,314585.110073
2597,195036.251789
2598,287778.189738
2599,287566.828372
2600,175515.695077
2601,132903.291963
2602,90391.924115
2603,105272.809918
2604,92067.240977
2605,76784.47601
2606,155385.804673
2607,184723.79526
2608,220980.12832
2609,169293.615968
2610,110556.959465
2611,137594.102791
2612,154419.369325
2613,130142.765683
2614,125284.654743
2615,144955.802861
2616,142572.356585
2617,179907.563608
2618,210105.479319
2619,167306.320203
2620,177878.644444
2621,181158.177803
2622,184125.756734
2623,239831.016052
2624,306204.159692
2625,329354.883964
2626,162295.587232
2627,167569.036257
2628,418307.102346
2629,466603.681343
2630,326425.739761
2631,444968.086943
2632,408530.173528
2633,308026.851064
2634,394080.581242
2635,147351.821818
2636,178949.963235
2637,172492.120241
2638,257658.962554
2639,193826.645119
2640,143321.423145
2641,103052.704385
2642,212360.309166
2643,104605.851685
2644,131355.498142
2645,104982.709536
2646,103283.112182
2647,113212.679763
2648,144425.034522
2649,139613.124321
2650,121986.001827
2651,138629.056486
2652,432450.079561
2653,241965.196523
2654,252434.096049
2655,369062.270396
2656,309872.504889
2657,328768.097489
2658,268916.223252
2659,281965.244576
2660,332911.073208
2661,343110.45933600003
2662,354478.923541
2663,280191.652196
2664,250184.292714
2665,317713.440554
2666,274443.461484
2667,175240.347687
2668,182315.620964
2669,184404.446347
2670,261541.520572
2671,183026.227314
2672,185448.88004
2673,205785.930112
2674,207777.956478
2675,160248.092822
2676,190629.236686
2677,191045.118321
2678,273549.495847
2679,266082.164298
2680,275110.065421
2681,411744.099855
2682,319122.143071
2683,464070.466678
2684,304097.396634
2685,332747.937575
2686,269912.105299
2687,321642.65654
2688,216401.313655
2689,191715.411858
2690,464341.971136
2691,197566.958206
2692,125284.318872
2693,189631.133859
2694,135132.224026
2695,193460.106302
2696,186132.963173
2697,191651.544281
2698,194829.82374
2699,184869.806994
2700,170283.852669
2701,152462.210648
2702,111604.628177
2703,133057.954399
2704,145805.611274
2705,123328.758635
2706,111619.785279
2707,127142.31186
2708,130851.595373
2709,100017.137631
2710,127404.718023
2711,285562.372078
2712,381428.386548
2713,168687.837705
2714,154671.976709
2715,173129.815846
2716,147020.877768
2717,199580.295153
2718,223431.386626
2719,152338.977466
2720,160207.690301
2721,134134.655039
2722,162104.237048
2723,149420.535827
2724,122805.803502
2725,131018.572631
2726,142581.790083
2727,184785.037112
2728,149076.827514
2729,154963.847777
2730,137921.869542
2731,118441.753686
2732,123242.851454
2733,168296.28606
2734,158708.222164
2735,126242.363796
2736,150536.13624
2737,123715.816808
2738,142663.974216
2739,164827.364038
2740,124561.550793
2741,144826.986382
2742,147207.599329
2743,146132.547431
2744,150851.977413
2745,137750.793245
2746,136994.280469
2747,139034.693501
2748,120450.563298
2749,133882.313219
2750,123015.758827
2751,135051.727044
2752,223120.314038
2753,155373.890152
2754,262753.555978
2755,116924.979436
2756,107269.538877
2757,68279.599446
2758,96056.998083
2759,144521.279075
2760,136094.934763
2761,146240.839684
2762,137662.153369
2763,186578.456723
2764,144111.118591
2765,265238.435473
2766,143665.748297
2767,82405.477346
2768,131682.082717
2769,121662.252714
2770,136837.7466
2771,115942.191348
2772,114878.329252
2773,190218.462076
2774,131399.900223
2775,126490.972901
2776,137163.211267
2777,135656.789888
2778,97007.506113
2779,146631.351665
2780,88273.726683
2781,91798.995697
2782,98742.004392
2783,108034.744771
2784,119318.952686
2785,135393.765086
2786,83316.725732
2787,115976.382444
2788,85828.827839
2789,177404.357518
2790,90385.447926
2791,112624.004165
2792,67486.544191
2793,157258.956432
2794,120599.174234
2795,114453.244355
2796,100346.282971
2797,190355.834971
2798,114916.311996
2799,127632.363745
2800,65099.030134
2801,104840.13878
2802,138614.33864
2803,149750.933413
2804,149071.257557
2805,92283.431903
2806,70955.595713
2807,139229.068262
2808,147505.264737
2809,127272.660197
2810,127682.351178
2811,154703.133015
2812,148012.747276
2813,158066.179309
2814,155913.777527
2815,106925.837151
2816,205675.400619
2817,146033.872938
2818,130821.971247
2819,171457.013844
2820,135514.003859
2821,111769.049589
2822,197527.589786
2823,336138.198475
2824,168722.777439
2825,141821.811841
2826,125748.720232
2827,130939.566244
2828,232688.549
2829,202560.606144
2830,236365.945993
2831,184834.352932
2832,283715.026239
2833,254895.293719
2834,204990.418184
2835,210568.804922
2836,193951.72613
2837,164047.110323
2838,145088.4257
2839,192645.138789
2840,185296.187534
2841,200705.566229
2842,221051.323767
2843,142317.552362
2844,145190.362313
2845,116370.957553
2846,207393.392733
2847,192148.879109
2848,203033.647846
2849,200342.862267
2850,259803.763036
2851,243019.902538
2852,215218.044198
2853,237155.882989
2854,146721.887828
2855,198402.20716
2856,193497.980571
2857,187601.10602
2858,202993.098101
2859,134767.462086
2860,119064.835679
2861,132177.708876
2862,193853.642084
2863,122862.125428
2864,238917.247843
2865,131390.980498
2866,158570.723058
2867,97831.075519
2868,97682.347118
2869,110700.440688
2870,138228.063524
2871,93131.328422
2872,54279.066402
2873,109907.77391
2874,141632.021823
2875,113394.011249
2876,153978.700399
2877,126343.435491
2878,165743.247422
2879,142857.787913
2880,96742.622306
2881,173264.668165
2882,176924.032813
2883,192000.35103
2884,187710.280314
2885,173400.343632
2886,226994.16346
2887,91576.229492
2888,129373.853463
2889,54745.940033
2890,84683.41366
2891,130925.217549
2892,65768.781866
2893,89623.878959
2894,77961.294996
2895,297813.759225
2896,282381.32515
2897,207197.149194
2898,155363.255781
2899,208553.99592
2900,142478.912648
2901,207795.359508
2902,190247.528087
2903,346254.012253
2904,343044.388367
2905,114320.754738
2906,181578.57678
2907,118544.028086
2908,128001.426503
2909,154262.867869
2910,90874.193469
2911,90391.924115
2912,142634.891714
2913,100711.231371
2914,83493.466515
2915,85838.990993
2916,97023.581342
2917,178375.839913
2918,120980.726719
2919,208767.333421
